,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
20,2017-01-21T00:00:00.0000000Z,2017-01-22T00:00:00.0000000Z,2017-01-21T00:00:09.0000000Z,2017-01-21T23:54:47.0000000Z,895.81,928.0,895.0,921.98,5865.63203056,4368
21,2017-01-22T00:00:00.0000000Z,2017-01-23T00:00:00.0000000Z,2017-01-22T00:00:37.0000000Z,2017-01-22T23:59:55.0000000Z,921.98,937.74,886.76,923.76,7166.6654789,8024
22,2017-01-23T00:00:00.0000000Z,2017-01-24T00:00:00.0000000Z,2017-01-23T00:00:07.0000000Z,2017-01-23T23:59:57.0000000Z,923.75,927.57,913.21,913.52,3514.74142946,4849
23,2017-01-24T00:00:00.0000000Z,2017-01-25T00:00:00.0000000Z,2017-01-24T00:00:00.0000000Z,2017-01-24T23:59:46.0000000Z,913.15,923.0,881.48,885.47,9405.046565,7791
24,2017-01-25T00:00:00.0000000Z,2017-01-26T00:00:00.0000000Z,2017-01-25T00:00:46.0000000Z,2017-01-25T23:58:42.0000000Z,885.47,904.01,884.5,893.43,5149.19137889,5017
25,2017-01-26T00:00:00.0000000Z,2017-01-27T00:00:00.0000000Z,2017-01-26T00:00:02.0000000Z,2017-01-26T23:58:01.0000000Z,893.25,919.49,892.86,914.83,5120.41048116,4479
26,2017-01-27T00:00:00.0000000Z,2017-01-28T00:00:00.0000000Z,2017-01-27T00:00:05.0000000Z,2017-01-27T23:59:30.0000000Z,914.96,924.88,908.01,918.02,4828.04508286,4391
27,2017-01-28T00:00:00.0000000Z,2017-01-29T00:00:00.0000000Z,2017-01-28T00:00:02.0000000Z,2017-01-28T23:59:19.0000000Z,918.02,920.99,913.08,918.6,1174.60279883,1873
28,2017-01-29T00:00:00.0000000Z,2017-01-30T00:00:00.0000000Z,2017-01-29T00:00:08.0000000Z,2017-01-29T23:59:44.0000000Z,918.6,919.99,910.45,912.01,1349.01480033,1868
29,2017-01-30T00:00:00.0000000Z,2017-01-31T00:00:00.0000000Z,2017-01-30T00:00:03.0000000Z,2017-01-30T23:59:57.0000000Z,913.12,923.0,910.0,919.99,3115.41856915,3581
30,2017-01-31T00:00:00.0000000Z,2017-02-01T00:00:00.0000000Z,2017-01-31T00:00:02.0000000Z,2017-01-31T23:59:56.0000000Z,919.99,970.0,917.5,963.99,9334.81654147,5796
31,2017-02-01T00:00:00.0000000Z,2017-02-02T00:00:00.0000000Z,2017-02-01T00:00:02.0000000Z,2017-02-01T23:59:46.0000000Z,963.99,986.96,962.0,983.67,6641.11385188,5676
32,2017-02-02T00:00:00.0000000Z,2017-02-03T00:00:00.0000000Z,2017-02-02T00:00:14.0000000Z,2017-02-02T23:58:55.0000000Z,983.79,1011.65,973.12,1009.17,8269.68053649,5986
33,2017-02-03T00:00:00.0000000Z,2017-02-04T00:00:00.0000000Z,2017-02-03T00:00:10.0000000Z,2017-02-03T23:59:15.0000000Z,1009.15,1022.64,987.01,1016.99,10928.02422131,8752
34,2017-02-04T00:00:00.0000000Z,2017-02-05T00:00:00.0000000Z,2017-02-04T00:00:07.0000000Z,2017-02-04T23:59:16.0000000Z,1015.06,1044.23,1004.0,1033.18,4939.87529575,3823
35,2017-02-05T00:00:00.0000000Z,2017-02-06T00:00:00.0000000Z,2017-02-05T00:00:06.0000000Z,2017-02-05T23:59:38.0000000Z,1034.13,1034.6,1004.7,1011.07,4348.17045024,3012
36,2017-02-06T00:00:00.0000000Z,2017-02-07T00:00:00.0000000Z,2017-02-06T00:00:09.0000000Z,2017-02-06T23:59:31.0000000Z,1010.03,1031.94,1005.1,1023.99,4941.24316381,4986
37,2017-02-07T00:00:00.0000000Z,2017-02-08T00:00:00.0000000Z,2017-02-07T00:00:04.0000000Z,2017-02-07T23:59:51.0000000Z,1024.0,1056.25,1021.3,1052.48,5282.81098119,5702
38,2017-02-08T00:00:00.0000000Z,2017-02-09T00:00:00.0000000Z,2017-02-08T00:00:04.0000000Z,2017-02-08T23:58:57.0000000Z,1052.48,1070.0,1025.0,1050.4,9633.264651938,10723
39,2017-02-09T00:00:00.0000000Z,2017-02-10T00:00:00.0000000Z,2017-02-09T00:00:24.0000000Z,2017-02-09T23:59:52.0000000Z,1051.73,1074.69,913.73,986.0,25150.070164025,16427
40,2017-02-10T00:00:00.0000000Z,2017-02-11T00:00:00.0000000Z,2017-02-10T00:00:05.0000000Z,2017-02-10T23:59:20.0000000Z,985.71,1010.68,950.0,996.08,10731.290069047,8754
41,2017-02-11T00:00:00.0000000Z,2017-02-12T00:00:00.0000000Z,2017-02-11T00:00:09.0000000Z,2017-02-11T23:59:45.0000000Z,995.49,1020.0,987.62,1012.4,4472.512616748,4162
42,2017-02-12T00:00:00.0000000Z,2017-02-13T00:00:00.0000000Z,2017-02-12T00:00:56.0000000Z,2017-02-12T23:59:58.0000000Z,1011.01,1011.97,991.98,1000.73,2657.328336429,3557
43,2017-02-13T00:00:00.0000000Z,2017-02-14T00:00:00.0000000Z,2017-02-13T00:01:29.0000000Z,2017-02-13T23:58:14.0000000Z,1000.73,1007.89,975.1,1000.79,4543.260368507,4864
44,2017-02-14T00:00:00.0000000Z,2017-02-15T00:00:00.0000000Z,2017-02-14T00:00:00.0000000Z,2017-02-14T23:59:22.0000000Z,1000.74,1019.0,987.97,1008.88,6761.108063086999,7390
45,2017-02-15T00:00:00.0000000Z,2017-02-16T00:00:00.0000000Z,2017-02-15T00:00:15.0000000Z,2017-02-15T23:59:33.0000000Z,1008.88,1013.8,1000.97,1011.53,2957.6137360129997,4233
46,2017-02-16T00:00:00.0000000Z,2017-02-17T00:00:00.0000000Z,2017-02-16T00:00:04.0000000Z,2017-02-16T23:59:53.0000000Z,1011.53,1043.21,1010.75,1032.7,5995.933599155,5894
47,2017-02-17T00:00:00.0000000Z,2017-02-18T00:00:00.0000000Z,2017-02-17T00:00:03.0000000Z,2017-02-17T23:59:18.0000000Z,1032.92,1064.99,1031.98,1055.46,6085.022606049,4934
48,2017-02-18T00:00:00.0000000Z,2017-02-19T00:00:00.0000000Z,2017-02-18T00:00:06.0000000Z,2017-02-18T23:58:51.0000000Z,1055.75,1068.99,1046.14,1056.4,4474.94930623,4597
49,2017-02-19T00:00:00.0000000Z,2017-02-20T00:00:00.0000000Z,2017-02-19T00:02:31.0000000Z,2017-02-19T23:59:31.0000000Z,1056.4,1061.9,1039.07,1051.8,2269.86111912,2607
50,2017-02-20T00:00:00.0000000Z,2017-02-21T00:00:00.0000000Z,2017-02-20T00:00:49.0000000Z,2017-02-20T23:59:49.0000000Z,1051.8,1089.99,1044.39,1084.0,3664.373685958,4009
51,2017-02-21T00:00:00.0000000Z,2017-02-22T00:00:00.0000000Z,2017-02-21T00:00:01.0000000Z,2017-02-21T23:57:05.0000000Z,1084.0,1126.86,1077.0,1124.62,8395.473715985,7765
52,2017-02-22T00:00:00.0000000Z,2017-02-23T00:00:00.0000000Z,2017-02-22T00:02:48.0000000Z,2017-02-22T23:59:48.0000000Z,1124.83,1143.0,1098.16,1130.01,11662.938265653998,9228
53,2017-02-23T00:00:00.0000000Z,2017-02-24T00:00:00.0000000Z,2017-02-23T00:00:04.0000000Z,2017-02-23T23:59:45.0000000Z,1130.02,1193.92,1120.73,1188.11,11753.238560178,9596
54,2017-02-24T00:00:00.0000000Z,2017-02-25T00:00:00.0000000Z,2017-02-24T00:00:00.0000000Z,2017-02-24T23:59:22.0000000Z,1183.53,1220.0,1091.1,1180.14,19587.318887501002,13193
55,2017-02-25T00:00:00.0000000Z,2017-02-26T00:00:00.0000000Z,2017-02-25T00:00:43.0000000Z,2017-02-25T23:59:20.0000000Z,1180.05,1184.73,1127.0,1152.2,6238.437630386,5580
56,2017-02-26T00:00:00.0000000Z,2017-02-27T00:00:00.0000000Z,2017-02-26T00:00:56.0000000Z,2017-02-26T23:59:36.0000000Z,1152.11,1184.97,1133.0,1179.05,3536.486214337,4278
57,2017-02-27T00:00:00.0000000Z,2017-02-28T00:00:00.0000000Z,2017-02-27T00:00:07.0000000Z,2017-02-27T23:59:42.0000000Z,1180.96,1197.99,1169.0,1194.64,4639.925589767,5480
58,2017-02-28T00:00:00.0000000Z,2017-03-01T00:00:00.0000000Z,2017-02-28T00:00:06.0000000Z,2017-02-28T23:59:41.0000000Z,1194.88,1209.99,1176.27,1191.21,7562.474094785,6308
59,2017-03-01T00:00:00.0000000Z,2017-03-02T00:00:00.0000000Z,2017-03-01T00:00:17.0000000Z,2017-03-01T23:59:44.0000000Z,1191.16,1231.0,1188.3,1226.39,6013.065822894,5919
60,2017-03-02T00:00:00.0000000Z,2017-03-03T00:00:00.0000000Z,2017-03-02T00:00:19.0000000Z,2017-03-02T23:59:59.0000000Z,1228.0,1283.25,1215.0,1257.6,7759.661687086,8610
61,2017-03-03T00:00:00.0000000Z,2017-03-04T00:00:00.0000000Z,2017-03-03T00:02:22.0000000Z,2017-03-03T23:59:02.0000000Z,1256.32,1298.0,1255.0,1285.33,7545.477203116,5183
62,2017-03-04T00:00:00.0000000Z,2017-03-05T00:00:00.0000000Z,2017-03-04T00:01:29.0000000Z,2017-03-04T23:59:52.0000000Z,1287.38,1289.55,1230.0,1260.0,4951.232105018,5077
63,2017-03-05T00:00:00.0000000Z,2017-03-06T00:00:00.0000000Z,2017-03-05T00:00:09.0000000Z,2017-03-05T23:59:51.0000000Z,1260.0,1275.0,1240.0,1273.0,3026.017394658,5107
64,2017-03-06T00:00:00.0000000Z,2017-03-07T00:00:00.0000000Z,2017-03-06T00:00:09.0000000Z,2017-03-06T23:59:57.0000000Z,1269.98,1285.0,1251.0,1278.49,4249.647938108,4726
65,2017-03-07T00:00:00.0000000Z,2017-03-08T00:00:00.0000000Z,2017-03-07T00:00:06.0000000Z,2017-03-07T23:58:53.0000000Z,1278.49,1281.62,1175.97,1233.05,14450.037936828001,9079
66,2017-03-08T00:00:00.0000000Z,2017-03-09T00:00:00.0000000Z,2017-03-08T00:00:09.0000000Z,2017-03-08T23:59:58.0000000Z,1233.86,1245.49,1145.5,1150.05,13399.438209156,9517
67,2017-03-09T00:00:00.0000000Z,2017-03-10T00:00:00.0000000Z,2017-03-09T00:00:03.0000000Z,2017-03-09T23:59:51.0000000Z,1149.34,1208.0,1135.01,1190.89,7654.738349237,6823
68,2017-03-10T00:00:00.0000000Z,2017-03-11T00:00:00.0000000Z,2017-03-10T00:00:00.0000000Z,2017-03-10T23:58:48.0000000Z,1190.99,1350.0,975.0,1116.97,33467.943557984,20596
69,2017-03-11T00:00:00.0000000Z,2017-03-12T00:00:00.0000000Z,2017-03-11T00:00:05.0000000Z,2017-03-11T23:59:55.0000000Z,1111.55,1198.0,1106.51,1176.55,7346.786992699001,6707
70,2017-03-12T00:00:00.0000000Z,2017-03-13T00:00:00.0000000Z,2017-03-12T00:00:05.0000000Z,2017-03-12T23:58:34.0000000Z,1176.58,1241.85,1170.9,1226.62,5793.908515828,5581
71,2017-03-13T00:00:00.0000000Z,2017-03-14T00:00:00.0000000Z,2017-03-13T00:00:32.0000000Z,2017-03-13T23:59:56.0000000Z,1226.42,1249.02,1215.43,1242.46,5637.362962656999,6715
72,2017-03-14T00:00:00.0000000Z,2017-03-15T00:00:00.0000000Z,2017-03-14T00:00:00.0000000Z,2017-03-14T23:59:44.0000000Z,1242.46,1260.0,1226.5,1245.75,5745.496508838,4594
73,2017-03-15T00:00:00.0000000Z,2017-03-16T00:00:00.0000000Z,2017-03-15T00:00:03.0000000Z,2017-03-15T23:59:50.0000000Z,1245.82,1260.0,1238.32,1257.32,3735.260230625,4509
74,2017-03-16T00:00:00.0000000Z,2017-03-17T00:00:00.0000000Z,2017-03-16T00:00:00.0000000Z,2017-03-16T23:59:59.0000000Z,1258.75,1258.96,1130.0,1172.62,15158.554284323998,10132
75,2017-03-17T00:00:00.0000000Z,2017-03-18T00:00:00.0000000Z,2017-03-17T00:00:09.0000000Z,2017-03-17T23:59:57.0000000Z,1172.0,1173.23,1063.0,1071.02,16704.573220292,10799
76,2017-03-18T00:00:00.0000000Z,2017-03-19T00:00:00.0000000Z,2017-03-18T00:00:03.0000000Z,2017-03-18T23:59:41.0000000Z,1068.16,1099.0,944.36,969.4,21292.604308482,13200
77,2017-03-19T00:00:00.0000000Z,2017-03-20T00:00:00.0000000Z,2017-03-19T00:00:23.0000000Z,2017-03-19T23:59:50.0000000Z,969.4,1063.7,969.4,1017.97,12201.86141156,6976
78,2017-03-20T00:00:00.0000000Z,2017-03-21T00:00:00.0000000Z,2017-03-20T00:00:13.0000000Z,2017-03-20T23:57:28.0000000Z,1012.88,1053.0,1010.01,1035.96,7497.867536135,6016
79,2017-03-21T00:00:00.0000000Z,2017-03-22T00:00:00.0000000Z,2017-03-21T00:00:16.0000000Z,2017-03-21T23:59:59.0000000Z,1036.23,1117.9,1034.92,1114.39,11125.495395136999,7137
80,2017-03-22T00:00:00.0000000Z,2017-03-23T00:00:00.0000000Z,2017-03-22T00:00:02.0000000Z,2017-03-22T23:59:51.0000000Z,1114.39,1114.39,988.0,1037.56,14521.256356593998,9852
81,2017-03-23T00:00:00.0000000Z,2017-03-24T00:00:00.0000000Z,2017-03-23T00:00:13.0000000Z,2017-03-23T23:59:55.0000000Z,1037.6,1054.4,1010.69,1029.65,5916.995392856,5788
82,2017-03-24T00:00:00.0000000Z,2017-03-25T00:00:00.0000000Z,2017-03-24T00:00:08.0000000Z,2017-03-24T23:59:57.0000000Z,1030.84,1032.0,920.0,929.06,16072.417083257,10519
83,2017-03-25T00:00:00.0000000Z,2017-03-26T00:00:00.0000000Z,2017-03-25T00:00:10.0000000Z,2017-03-25T23:59:52.0000000Z,928.1,963.36,891.33,956.02,13507.435420868998,7839
84,2017-03-26T00:00:00.0000000Z,2017-03-27T00:00:00.0000000Z,2017-03-26T00:00:07.0000000Z,2017-03-26T23:59:19.0000000Z,956.02,997.0,937.52,960.0,9012.917651105,5328
85,2017-03-27T00:00:00.0000000Z,2017-03-28T00:00:00.0000000Z,2017-03-27T00:00:39.0000000Z,2017-03-27T23:59:29.0000000Z,959.08,1043.0,952.95,1039.92,8687.087115237,7953
86,2017-03-28T00:00:00.0000000Z,2017-03-29T00:00:00.0000000Z,2017-03-28T00:00:08.0000000Z,2017-03-28T23:59:26.0000000Z,1039.09,1068.26,1014.9,1043.99,9115.517124878,7993
87,2017-03-29T00:00:00.0000000Z,2017-03-30T00:00:00.0000000Z,2017-03-29T00:00:07.0000000Z,2017-03-29T23:59:26.0000000Z,1042.83,1059.43,1008.16,1035.96,9379.719320208,7351
88,2017-03-30T00:00:00.0000000Z,2017-03-31T00:00:00.0000000Z,2017-03-30T00:00:04.0000000Z,2017-03-30T23:59:22.0000000Z,1037.29,1050.17,1017.14,1033.7,8645.377870801,8432
89,2017-03-31T00:00:00.0000000Z,2017-04-01T00:00:00.0000000Z,2017-03-31T00:01:00.0000000Z,2017-03-31T23:59:55.0000000Z,1033.79,1081.0,1031.43,1070.31,12058.788094553998,10819
90,2017-04-01T00:00:00.0000000Z,2017-04-02T00:00:00.0000000Z,2017-04-01T00:00:31.0000000Z,2017-04-01T23:59:41.0000000Z,1071.34,1097.0,1061.64,1083.94,5209.128362619001,6488
91,2017-04-02T00:00:00.0000000Z,2017-04-03T00:00:00.0000000Z,2017-04-02T00:00:02.0000000Z,2017-04-02T23:59:59.0000000Z,1083.95,1100.0,1066.49,1078.01,7639.896216705,11215
92,2017-04-03T00:00:00.0000000Z,2017-04-04T00:00:00.0000000Z,2017-04-03T00:00:38.0000000Z,2017-04-03T23:59:34.0000000Z,1076.59,1152.0,1076.19,1144.77,11076.862730581,12354
93,2017-04-04T00:00:00.0000000Z,2017-04-05T00:00:00.0000000Z,2017-04-04T00:00:15.0000000Z,2017-04-04T23:59:32.0000000Z,1146.42,1162.93,1118.85,1143.0,7419.880768855,8700
94,2017-04-05T00:00:00.0000000Z,2017-04-06T00:00:00.0000000Z,2017-04-05T00:00:22.0000000Z,2017-04-05T23:59:29.0000000Z,1143.0,1145.0,1111.0,1134.58,5588.677216816999,6618
95,2017-04-06T00:00:00.0000000Z,2017-04-07T00:00:00.0000000Z,2017-04-06T00:00:05.0000000Z,2017-04-06T23:59:42.0000000Z,1134.91,1201.37,1134.36,1190.85,9112.542992446,8637
96,2017-04-07T00:00:00.0000000Z,2017-04-08T00:00:00.0000000Z,2017-04-07T00:00:10.0000000Z,2017-04-07T23:59:53.0000000Z,1190.72,1202.0,1176.0,1190.66,5450.272714257,5930
97,2017-04-08T00:00:00.0000000Z,2017-04-09T00:00:00.0000000Z,2017-04-08T00:00:42.0000000Z,2017-04-08T23:57:30.0000000Z,1190.66,1197.3,1166.66,1184.03,2720.798227339,3609
98,2017-04-09T00:00:00.0000000Z,2017-04-10T00:00:00.0000000Z,2017-04-09T00:03:18.0000000Z,2017-04-09T23:58:58.0000000Z,1184.05,1216.87,1173.98,1206.2,4817.424248738,4127
99,2017-04-10T00:00:00.0000000Z,2017-04-11T00:00:00.0000000Z,2017-04-10T00:00:02.0000000Z,2017-04-10T23:59:54.0000000Z,1205.2,1219.71,1195.0,1209.25,3656.8163129570003,4114
100,2017-04-11T00:00:00.0000000Z,2017-04-12T00:00:00.0000000Z,2017-04-11T00:00:00.0000000Z,2017-04-11T23:59:28.0000000Z,1209.99,1229.0,1198.02,1218.99,3487.753108136,4162
101,2017-04-12T00:00:00.0000000Z,2017-04-13T00:00:00.0000000Z,2017-04-12T00:00:08.0000000Z,2017-04-12T23:58:25.0000000Z,1218.99,1224.57,1208.0,1212.17,3475.1946257070003,4445
102,2017-04-13T00:00:00.0000000Z,2017-04-14T00:00:00.0000000Z,2017-04-13T00:00:44.0000000Z,2017-04-13T23:58:14.0000000Z,1212.16,1219.45,1141.0,1172.91,7135.3029565,6316
103,2017-04-14T00:00:00.0000000Z,2017-04-15T00:00:00.0000000Z,2017-04-14T00:00:10.0000000Z,2017-04-14T23:59:32.0000000Z,1172.56,1193.0,1142.0,1170.34,8982.767896344,6298
104,2017-04-15T00:00:00.0000000Z,2017-04-16T00:00:00.0000000Z,2017-04-15T00:00:08.0000000Z,2017-04-15T23:58:26.0000000Z,1169.53,1192.5,1165.0,1173.45,1804.450796799,2887
105,2017-04-16T00:00:00.0000000Z,2017-04-17T00:00:00.0000000Z,2017-04-16T00:00:04.0000000Z,2017-04-16T23:59:45.0000000Z,1171.0,1179.3,1150.0,1162.31,2663.990283037,3596
106,2017-04-17T00:00:00.0000000Z,2017-04-18T00:00:00.0000000Z,2017-04-17T00:00:26.0000000Z,2017-04-17T23:59:57.0000000Z,1162.31,1192.5,1161.0,1176.54,3568.825074768,3477
107,2017-04-18T00:00:00.0000000Z,2017-04-19T00:00:00.0000000Z,2017-04-18T00:00:06.0000000Z,2017-04-18T23:59:25.0000000Z,1176.59,1210.0,1175.95,1202.58,5514.182404505,5572
108,2017-04-19T00:00:00.0000000Z,2017-04-20T00:00:00.0000000Z,2017-04-19T00:00:05.0000000Z,2017-04-19T23:59:42.0000000Z,1202.59,1209.99,1190.0,1203.98,6046.519436558,5139
109,2017-04-20T00:00:00.0000000Z,2017-04-21T00:00:00.0000000Z,2017-04-20T00:00:06.0000000Z,2017-04-20T23:59:57.0000000Z,1203.98,1243.88,1201.66,1234.19,5972.935391535,6245
110,2017-04-21T00:00:00.0000000Z,2017-04-22T00:00:00.0000000Z,2017-04-21T00:00:03.0000000Z,2017-04-21T23:59:21.0000000Z,1234.93,1252.32,1231.65,1243.61,5023.0385204,6164
111,2017-04-22T00:00:00.0000000Z,2017-04-23T00:00:00.0000000Z,2017-04-22T00:00:58.0000000Z,2017-04-22T23:59:52.0000000Z,1243.6,1247.15,1199.0,1233.2,4173.28321472,4324
112,2017-04-23T00:00:00.0000000Z,2017-04-24T00:00:00.0000000Z,2017-04-23T00:00:05.0000000Z,2017-04-23T23:59:53.0000000Z,1231.84,1248.99,1223.42,1241.99,2604.72196524,3777
113,2017-04-24T00:00:00.0000000Z,2017-04-25T00:00:00.0000000Z,2017-04-24T00:04:28.0000000Z,2017-04-24T23:59:26.0000000Z,1242.0,1254.0,1234.0,1253.58,3045.23293203,4709
114,2017-04-25T00:00:00.0000000Z,2017-04-26T00:00:00.0000000Z,2017-04-25T00:01:10.0000000Z,2017-04-25T23:59:40.0000000Z,1253.57,1280.0,1251.07,1269.0,5239.51754872,6074
115,2017-04-26T00:00:00.0000000Z,2017-04-27T00:00:00.0000000Z,2017-04-26T00:00:14.0000000Z,2017-04-26T23:59:23.0000000Z,1271.4,1330.0,1265.0,1287.99,8707.63904245,6888
116,2017-04-27T00:00:00.0000000Z,2017-04-28T00:00:00.0000000Z,2017-04-27T00:00:08.0000000Z,2017-04-27T23:59:57.0000000Z,1287.92,1342.02,1285.0,1331.53,6669.98746832,6356
117,2017-04-28T00:00:00.0000000Z,2017-04-29T00:00:00.0000000Z,2017-04-28T00:00:09.0000000Z,2017-04-28T23:59:35.0000000Z,1331.0,1347.02,1299.0,1330.7,8234.2755437,9021
118,2017-04-29T00:00:00.0000000Z,2017-04-30T00:00:00.0000000Z,2017-04-29T00:00:57.0000000Z,2017-04-29T23:58:45.0000000Z,1333.93,1342.8,1316.0,1333.0,3927.4506148190003,5447
119,2017-04-30T00:00:00.0000000Z,2017-05-01T00:00:00.0000000Z,2017-04-30T00:00:50.0000000Z,2017-04-30T23:59:22.0000000Z,1336.77,1356.0,1315.68,1350.21,3536.1758111,4132
120,2017-05-01T00:00:00.0000000Z,2017-05-02T00:00:00.0000000Z,2017-05-01T00:00:02.0000000Z,2017-05-01T23:59:50.0000000Z,1348.88,1425.0,1341.22,1390.86,8604.414932069,9070
121,2017-05-02T00:00:00.0000000Z,2017-05-03T00:00:00.0000000Z,2017-05-02T00:00:05.0000000Z,2017-05-02T23:59:58.0000000Z,1390.86,1481.73,1388.0,1447.75,8864.55711111,7601
122,2017-05-03T00:00:00.0000000Z,2017-05-04T00:00:00.0000000Z,2017-05-03T00:00:04.0000000Z,2017-05-03T23:59:36.0000000Z,1447.75,1516.04,1431.02,1503.22,11077.239687198999,10633
123,2017-05-04T00:00:00.0000000Z,2017-05-05T00:00:00.0000000Z,2017-05-04T00:00:09.0000000Z,2017-05-04T23:57:40.0000000Z,1503.25,1623.01,1444.94,1537.23,19548.52973673,18380
124,2017-05-05T00:00:00.0000000Z,2017-05-06T00:00:00.0000000Z,2017-05-05T00:00:09.0000000Z,2017-05-05T23:59:34.0000000Z,1537.36,1609.0,1495.0,1514.9,15603.684366159,18175
125,2017-05-06T00:00:00.0000000Z,2017-05-07T00:00:00.0000000Z,2017-05-06T00:01:17.0000000Z,2017-05-06T23:59:12.0000000Z,1515.39,1578.97,1505.0,1558.02,7899.6428401,8828
126,2017-05-07T00:00:00.0000000Z,2017-05-08T00:00:00.0000000Z,2017-05-07T00:00:07.0000000Z,2017-05-07T23:59:59.0000000Z,1554.04,1565.0,1525.0,1554.01,7667.785851128,10678
127,2017-05-08T00:00:00.0000000Z,2017-05-09T00:00:00.0000000Z,2017-05-08T00:00:06.0000000Z,2017-05-08T23:59:41.0000000Z,1554.72,1653.97,1554.38,1649.54,19262.353526248,24515
128,2017-05-09T00:00:00.0000000Z,2017-05-10T00:00:00.0000000Z,2017-05-09T00:00:21.0000000Z,2017-05-09T23:59:51.0000000Z,1649.55,1760.4,1616.05,1720.28,16807.733232268,17422
