,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
0,2018-04-11T00:00:00.0000000Z,2018-04-11T04:00:00.0000000Z,2018-04-11T00:00:06.0000000Z,2018-04-11T03:59:56.0000000Z,6824.75,6860.46,6810.79,6825.74,660.361017587,2899
1,2018-04-11T04:00:00.0000000Z,2018-04-11T08:00:00.0000000Z,2018-04-11T04:00:12.0000000Z,2018-04-11T07:59:59.0000000Z,6830.72,6880.0,6809.26,6844.2,695.140970919,3692
2,2018-04-11T08:00:00.0000000Z,2018-04-11T12:00:00.0000000Z,2018-04-11T08:00:00.0000000Z,2018-04-11T11:59:58.0000000Z,6844.2,6880.0,6815.0,6855.31,725.045791451,7384
3,2018-04-11T12:00:00.0000000Z,2018-04-11T16:00:00.0000000Z,2018-04-11T12:00:01.0000000Z,2018-04-11T15:59:41.0000000Z,6860.79,6984.92,6839.42,6942.75,1518.437208736,6723
4,2018-04-11T16:00:00.0000000Z,2018-04-11T20:00:00.0000000Z,2018-04-11T16:00:01.0000000Z,2018-04-11T19:59:53.0000000Z,6940.0,6940.0,6874.65,6915.04,979.7661369369999,3780
5,2018-04-11T20:00:00.0000000Z,2018-04-12T00:00:00.0000000Z,2018-04-11T20:00:00.0000000Z,2018-04-11T23:59:57.0000000Z,6912.0,6964.01,6881.49,6940.94,1250.674219497,5863
6,2018-04-12T00:00:00.0000000Z,2018-04-12T04:00:00.0000000Z,2018-04-12T00:00:07.0000000Z,2018-04-12T03:59:50.0000000Z,6940.94,6958.12,6890.24,6944.98,871.03123441,7003
7,2018-04-12T04:00:00.0000000Z,2018-04-12T08:00:00.0000000Z,2018-04-12T04:00:00.0000000Z,2018-04-12T07:59:59.0000000Z,6944.99,6969.0,6758.45,6834.17,1299.4029695660001,7731
8,2018-04-12T08:00:00.0000000Z,2018-04-12T12:00:00.0000000Z,2018-04-12T08:00:01.0000000Z,2018-04-12T11:59:59.0000000Z,6834.17,8069.34,6814.29,7725.77,7119.349298876,21553
9,2018-04-12T12:00:00.0000000Z,2018-04-12T16:00:00.0000000Z,2018-04-12T12:00:00.0000000Z,2018-04-12T15:59:57.0000000Z,7725.78,7792.14,7599.99,7626.76,4865.6737702420005,14144
10,2018-04-12T16:00:00.0000000Z,2018-04-12T20:00:00.0000000Z,2018-04-12T16:00:01.0000000Z,2018-04-12T19:59:50.0000000Z,7626.76,7792.14,7570.05,7678.0,2366.849067848,7331
