,time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
168,2018-01-31T00:00:00.0000000Z,2018-02-01T00:00:00.0000000Z,2018-01-31T00:00:00.0000000Z,2018-01-31T23:59:59.0000000Z,9971.0,10324.0,9514.96,10149.0,12714.416041408,39105
169,2018-02-01T00:00:00.0000000Z,2018-02-02T00:00:00.0000000Z,2018-02-01T00:00:00.0000000Z,2018-02-01T23:59:55.0000000Z,10148.99,10187.56,8455.0,8998.99,26273.040093265,79648
170,2018-02-02T00:00:00.0000000Z,2018-02-03T00:00:00.0000000Z,2018-02-02T00:00:02.0000000Z,2018-02-02T23:59:53.0000000Z,9010.87,9096.78,7639.8,8838.83,18553.400977166002,46733
171,2018-02-03T00:00:00.0000000Z,2018-02-04T00:00:00.0000000Z,2018-02-03T00:00:05.0000000Z,2018-02-03T23:59:53.0000000Z,8838.29,9491.2,8170.71,9225.86,16202.362734757,56806
172,2018-02-04T00:00:00.0000000Z,2018-02-05T00:00:00.0000000Z,2018-02-04T00:00:02.0000000Z,2018-02-04T23:59:55.0000000Z,9225.31,9350.09,7825.0,8191.0,19110.672460752,54054
173,2018-02-05T00:00:00.0000000Z,2018-02-06T00:00:00.0000000Z,2018-02-05T00:00:00.0000000Z,2018-02-05T23:59:52.0000000Z,8190.78,8335.56,6600.0,6874.27,46519.157498968,91907
174,2018-02-06T00:00:00.0000000Z,2018-02-07T00:00:00.0000000Z,2018-02-06T00:00:01.0000000Z,2018-02-06T23:59:57.0000000Z,6878.65,8150.0,5920.72,7737.37,70870.319274987,128047
175,2018-02-07T00:00:00.0000000Z,2018-02-08T00:00:00.0000000Z,2018-02-07T00:00:00.0000000Z,2018-02-07T23:59:59.0000000Z,7737.26,8649.0,7213.8,7588.01,32620.278669526,73735
176,2018-02-08T00:00:00.0000000Z,2018-02-09T00:00:00.0000000Z,2018-02-08T00:00:00.0000000Z,2018-02-08T23:59:55.0000000Z,7588.01,8644.36,7565.5,8259.76,22738.687935517002,44023
177,2018-02-09T00:00:00.0000000Z,2018-02-10T00:00:00.0000000Z,2018-02-09T00:00:04.0000000Z,2018-02-09T23:59:59.0000000Z,8259.42,8779.62,7753.32,8693.98,18655.945145373,48598
178,2018-02-10T00:00:00.0000000Z,2018-02-11T00:00:00.0000000Z,2018-02-10T00:00:01.0000000Z,2018-02-10T23:59:51.0000000Z,8693.98,9090.8,8170.86,8560.0,14678.152654952,50221
179,2018-02-11T00:00:00.0000000Z,2018-02-12T00:00:00.0000000Z,2018-02-11T00:00:02.0000000Z,2018-02-11T23:59:36.0000000Z,8560.0,8560.0,7820.0,8067.0,12801.068868563001,30826
180,2018-02-12T00:00:00.0000000Z,2018-02-13T00:00:00.0000000Z,2018-02-12T00:00:02.0000000Z,2018-02-12T23:59:58.0000000Z,8077.25,8995.0,8067.0,8899.0,15051.874367436001,37636
181,2018-02-13T00:00:00.0000000Z,2018-02-14T00:00:00.0000000Z,2018-02-13T00:00:03.0000000Z,2018-02-13T23:59:54.0000000Z,8891.2,8951.89,8360.13,8522.99,11374.27415252,32550
182,2018-02-14T00:00:00.0000000Z,2018-02-15T00:00:00.0000000Z,2018-02-14T00:00:07.0000000Z,2018-02-14T23:59:58.0000000Z,8504.57,9515.0,8504.57,9490.98,17464.531068593,52310
183,2018-02-15T00:00:00.0000000Z,2018-02-16T00:00:00.0000000Z,2018-02-15T00:00:08.0000000Z,2018-02-15T23:59:57.0000000Z,9490.98,10234.0,9350.0,10018.0,21032.993087605,55078
184,2018-02-16T00:00:00.0000000Z,2018-02-17T00:00:00.0000000Z,2018-02-16T00:00:01.0000000Z,2018-02-16T23:59:59.0000000Z,10011.3,10300.0,9707.51,10196.0,11852.390819128,34671
185,2018-02-17T00:00:00.0000000Z,2018-02-18T00:00:00.0000000Z,2018-02-17T00:00:15.0000000Z,2018-02-17T23:59:54.0000000Z,10203.14,11135.83,10053.5,11101.0,14507.736781776,38654
